difficulty,question,options[0],options[1],options[2],options[3],answer,subject
상,AES(Advanced Encryption Standard)는 어떤 종류의 암호화 방식인가요?,스트림 암호,블록 암호,해시 함수,비대칭 암호,블록 암호,암호이론및보안
상,TLS(Transport Layer Security) 프로토콜에서 사용되는 암호화 방식은?,대칭 암호화,비대칭 암호화,해시 암호화,대칭 및 비대칭 암호화 모두 사용,대칭 및 비대칭 암호화 모두 사용,암호이론및보안
상,SQL 인젝션 공격을 방어하기 위한 가장 좋은 방법은?,사용자 입력 값 검증,대칭 키 암호화,비대칭 키 암호화,패킷 필터링,사용자 입력 값 검증,암호이론및보안
상,알렉산드로스 대왕이 창설한 제국의 이름은 무엇인가요?,로마 제국,마케도니아 제국,페르시아 제국,헬레니즘 제국,헬레니즘 제국,세계사
상,중세 유럽의 봉건 제도에서 영주의 신하로 봉사하던 계급은 무엇이라고 하나요?,기사,농노,성직자,상인,기사,세계사
상,17세기 영국의 찰스 1세가 사형을 당하고 공화정이 성립된 사건은 무엇인가요?,명예혁명,청교도 혁명,산업혁명,보스턴 차 사건,청교도 혁명,세계사
상,제1차 세계 대전의 직접적인 발단이 된 사건은 무엇인가요?,사라예보 사건,베르사유 조약,독일의 폴란드 침공,베를린 봉쇄,사라예보 사건,세계사
상,중국 역사상 가장 긴 제국이었던 한나라를 세운 사람은 누구인가요?,진시황제,유방,한고조,주원장,유방,세계사
상,미국 남북전쟁의 주요 원인은 무엇이었나요?,노예제 문제,여성 참정권,종교 갈등,토지 분쟁,노예제 문제,세계사
상,르네상스 시대의 중심지로서 예술과 학문이 발달한 이탈리아 도시는 어디인가요?,로마,피렌체,베니스,밀라노,피렌체,세계사
상,제2차 세계 대전 당시 연합국이 일본에 대한 원자 폭탄을 투하한 도시는 어디인가요?,도쿄,나가사키,오사카,히로시마,히로시마,세계사
상,마야 문명은 주로 현재의 어느 지역에 존재했나요?,페루,멕시코 남부와 중앙 아메리카,아르헨티나,브라질,멕시코 남부와 중앙 아메리카,세계사
상,베르사유 조약으로 인해 제1차 세계 대전 이후 어떤 국가가 가장 큰 타격을 받았나요?,독일,러시아,영국,프랑스,독일,세계사
중,콜럼버스가 1492년에 처음 상륙한 신대륙의 지역은 어디인가요?,북미 대륙,카리브해,남미 대륙,아시아,카리브해,세계사
중,중국의 대운하가 처음 건설된 시기는 어느 왕조인가요?,한나라,당나라,수나라,명나라,수나라,세계사
중,유럽의 근대사를 결정지은 사건 중 하나로 1789년에 발생한 프랑스 혁명은 누구의 처형으로 절정을 맞았나요?,루이 14세,루이 16세,나폴레옹,마리 앙투아네트,루이 16세,세계사
중,이집트의 피라미드 중 가장 큰 피라미드는 누구를 위해 지어졌나요?,투탕카멘,카프라,쿠푸,메네스,쿠푸,세계사
중,메소포타미아 문명의 두 주요 강은 무엇인가요?,나일강과 유프라테스강,티그리스강과 유프라테스강,황하강과 양쯔강,도나우강과 라인강,티그리스강과 유프라테스강,세계사
중,태양왕이라는 별명을 가진 프랑스 왕은 누구인가요?,프랑수아 1세,루이 14세,나폴레옹,샤를 5세,루이 14세,세계사
중,미국 독립전쟁의 발단이 된 사건은 무엇인가요?,보스턴 차 사건,렉싱턴 전투,게티스버그 전투,워싱턴 DC 점령,보스턴 차 사건,세계사
중,제1차 세계 대전에서 사용된 새로운 무기는 무엇이었나요?,기차,전차,전기,잠수함,전차,세계사
중,로마 제국의 마지막 황제는 누구였나요?,아우구스투스,콘스탄티누스,로물루스 아우구스툴루스,하드리아누스,로물루스 아우구스툴루스,세계사
중,제2차 세계 대전 중 독일의 침공을 받은 소련의 도시로서 가장 치열한 전투가 벌어진 곳은 어디인가요?,모스크바,스탈린그라드,레닌그라드,키예프,스탈린그라드,세계사
하,이탈리아의 항구 도시로서 로마 제국의 주요 무역 중심지는 어디였나요?,나폴리,로마,밀라노,시칠리아,나폴리,세계사
하,고대 로마에서 ‘팍스 로마나’는 어떤 시대를 의미하나요?,전쟁의 시대,평화의 시대,문화의 시대,황제의 시대,평화의 시대,세계사
하,1066년 영국에서 일어난 중요한 사건은 무엇인가요?,장미전쟁,노르만 정복,런던 대화재,글로스터 전쟁,노르만 정복,세계사
하,나폴레옹 전쟁에서 나폴레옹이 처음으로 패배한 해전은 무엇인가요?,워털루 전투,트라팔가 해전,바르샤바 전투,요크타운 전투,트라팔가 해전,세계사
하,제1차 세계 대전 이후 체결된 베르사유 조약은 어떤 나라를 주로 겨냥한 것이었나요?,러시아,독일,프랑스,이탈리아,독일,세계사
하,제2차 세계 대전의 유럽 전선에서의 마지막 주요 전투는 무엇인가요?,베를린 전투,스탈린그라드 전투,쿠르스크 전투,노르망디 상륙작전,베를린 전투,세계사
하,대항해 시대를 열었던 포르투갈 탐험가는 누구인가요?,크리스토퍼 콜럼버스,바스코 다 가마,페르디난드 마젤란,아메리고 베스푸치,바스코 다 가마,세계사
하,로마 제국의 카이사르가 브루투스에게 배신당한 사건은 무엇이라고 부르나요?,이두스의 배신,알렉산드리아 협정,카이사르의 암살,아우구스투스의 반란,이두스의 배신,세계사
하,몽골 제국을 세운 칭기즈칸은 어느 나라 출신인가요?,중국,몽골,한국,일본,몽골,세계사
하,페르시아 전쟁 중 그리스 연합군이 페르시아 군대를 막아낸 유명한 전투는 무엇인가요?,마라톤 전투,살라미스 해전,테르모필레 전투,플라타이아 전투,테르모필레 전투,세계사
상,유라시아 대륙에서 가장 높은 산은 무엇인가요?,K2,에베레스트,칸첸중가,로체,에베레스트,지리
상,남극 대륙에서 가장 큰 얼음 덩어리는 무엇인가요?,로스 빙하,람베르트 빙하,웨들 빙하,마르첼로 빙하,로스 빙하,지리
상,세계에서 가장 긴 강은 무엇인가요?,아마존 강,나일 강,양쯔 강,미시시피 강,나일 강,지리
상,사하라 사막은 어떤 기후대에 속하나요?,열대,온대,극지,건조,건조,지리
상,세계에서 가장 인구가 많은 나라는 어디인가요?,인도,미국,중국,인도네시아,중국,지리
상,세계에서 가장 큰 호수는 무엇인가요?,카스피해,슈피리어 호,빅토리아 호,타호 호,카스피해,지리
상,북극의 중심에 위치한 국가는 무엇인가요?,캐나다,러시아,그린란드,노르웨이,러시아,지리
상,세계에서 가장 큰 섬은 어디인가요?,그린란드,뉴기니,보르네오,마다가스카르,그린란드,지리
상,기후 변화로 인한 해수면 상승으로 가장 큰 영향을 받을 지역은 어디인가요?,아프리카,아시아,섬나라들,북극,섬나라들,지리
상,세계에서 가장 깊은 호수는 무엇인가요?,빅토리아 호,바이칼 호,슈피리어 호,타호 호,바이칼 호,지리
중,유럽에서 가장 큰 나라의 이름은 무엇인가요?,독일,프랑스,러시아,이탈리아,러시아,지리
중,세계에서 가장 많은 언어가 사용되는 대륙은 어디인가요?,아프리카,아시아,유럽,북미,아시아,지리
중,대서양과 태평양을 연결하는 운하는 무엇인가요?,수에즈 운하,파나마 운하,오대호,메콩 강,파나마 운하,지리
중,에베레스트 산은 어느 나라와 국경을 이루고 있나요?,한국,인도,중국,파키스탄,중국,지리
중,세계에서 가장 큰 사막은 무엇인가요?,사하라 사막,아라비아 사막,고비 사막,남극 사막,남극 사막,지리
중,미국의 주 중 가장 넓은 주는 무엇인가요?,텍사스,알래스카,캘리포니아,플로리다,알래스카,지리
중,세계에서 가장 많은 섬이 있는 나라는 어디인가요?,인도네시아,필리핀,일본,그리스,인도네시아,지리
중,세계에서 가장 큰 도시의 인구가 1천만 명을 넘는 도시는 어디인가요?,파리,뉴욕,도쿄,베이징,도쿄,지리
중,아프리카 대륙의 가장 긴 강은 무엇인가요?,나일 강,콘고 강,짐바브웨 강,오렌지 강,나일 강,지리
중,북극의 온도가 가장 낮은 지역은 어디인가요?,그린란드,시베리아,알래스카,노르웨이,시베리아,지리
하,아시아 대륙의 가장 큰 나라는 무엇인가요?,중국,인도,일본,한국,중국,지리
하,세계에서 가장 높은 폭포는 무엇인가요?,안젤 폭포,이과수 폭포,나이아가라 폭포,빅토리아 폭포,안젤 폭포,지리
하,유럽에서 가장 인구가 많은 나라는 어디인가요?,독일,프랑스,이탈리아,스페인,독일,지리
하,세계에서 가장 큰 사막은 어디인가요?,사하라 사막,고비 사막,아라비아 사막,타클라마칸 사막,사하라 사막,지리
하,세계에서 가장 큰 바다는 무엇인가요?,대서양,인도양,북극해,태평양,태평양,지리
하,남극 대륙에 있는 주요 연구 기지는 어디인가요?,마르틴 기지,맥머도 기지,스콧 기지,셰퍼드 기지,맥머도 기지,지리
하,유럽과 아시아를 나누는 산맥은 무엇인가요?,안디에스 산맥,록키 산맥,우랄 산맥,알프스 산맥,우랄 산맥,지리
하,일본의 수도는 어디인가요?,도쿄,오사카,교토,히로시마,도쿄,지리
하,미국의 수도는 어디인가요?,뉴욕,로스앤젤레스,워싱턴 D.C.,시카고,워싱턴 D.C.,지리
하,세계에서 가장 큰 강 중 하나인 아마존 강이 흐르는 나라는 어디인가요?,브라질,아르헨티나,콜롬비아,페루,브라질,지리
상,셰익스피어의 비극 중 '오셀로'의 주요 주제는 무엇인가요?,사랑의 배신,권력의 탐욕,정체성의 혼란,가족의 갈등,사랑의 배신,문학
상,제임스 조이스의 소설 '율리시스'는 어떤 도시를 배경으로 하고 있나요?,런던,더블린,파리,뉴욕,더블린,문학
상,괴테의 '파우스트'에서 주인공은 누구와 계약을 맺나요?,루시퍼,메피스토펠레스,성모 마리아,스승,메피스토펠레스,문학
상,현대 한국 문학의 대표작 중 하나인 '채식주의자'의 저자는 누구인가요?,한강,박완서,김영하,이문열,한강,문학
상,러시아 문학의 고전인 '죄와 벌'의 주인공 이름은 무엇인가요?,리자베타,로디온 로만노비치 라스콜니코프,도스토예프스키,소냐,로디온 로만노비치 라스콜니코프,문학
상,'1984'라는 소설의 저자는 누구인가요?,레이 브래드버리,조지 오웰,앨도스 헉슬리,커트 보네것,조지 오웰,문학
상,'바람과 함께 사라지다'의 주인공 스칼렛 오하라는 어떤 시대의 배경을 가지고 있나요?,제1차 세계대전,남북전쟁,대공황,산업혁명,남북전쟁,문학
상,고전 소설 '오만과 편견'의 저자는 누구인가요?,제인 오스틴,찰스 디킨스,루이스 캐럴,조지 엘리엇,제인 오스틴,문학
상,'멋진 신세계'에서 묘사된 사회의 주요 특징은 무엇인가요?,민주주의,자연주의,소비주의,전통주의,소비주의,문학
상,'노인과 바다'의 주인공 산티아고는 어떤 직업을 가진 인물인가요?,농부,어부,상인,항해사,어부,문학
중,'그리스 로마 신화'에서 사랑과 아름다움의 여신은 누구인가요?,아테나,아프로디테,헤라,디오니소스,아프로디테,문학
중,'모비 딕'의 저자는 누구인가요?,마크 트웨인,허먼 멜빌,에드가 앨런 포,어니스트 헤밍웨이,허먼 멜빌,문학
중,'주홍글씨'의 주인공이 지니고 있는 낙인은 무엇인가요?,A,B,C,D,A,문학
중,'안나 카레니나'의 저자는 누구인가요?,도스토예프스키,톨스토이,체호프,고골,톨스토이,문학
중,한국 현대시의 대표적인 시인 중 한 명으로 '풀'이라는 시로 유명한 사람은 누구인가요?,고은,김수영,박인환,윤동주,김수영,문학
중,'위대한 개츠비'의 주인공인 개츠비는 무엇을 상징하나요?,미국의 꿈,사랑의 비극,가족의 갈등,우정의 가치,미국의 꿈,문학
중,'파란만장한 인생'을 그린 한국의 대표 소설은 무엇인가요?,토지,난장이가 쏘아올린 작은 공,허생전,채식주의자,토지,문학
중,'어린 왕자'의 저자는 누구인가요?,앙투안 드 생텍쥐페리,빅토르 위고,마르셀 프루스트,앙드레 지드,앙투안 드 생텍쥐페리,문학
중,'변신'의 주인공 그레고르 잠자는 어떤 생물로 변하게 되나요?,개,쥐,벌레,뱀,벌레,문학
중,안녕 슬픔'의 저자는 누구인가요?,프랜시스 스콧 피츠제럴드,시몬 드 보부아르,마르그리트 유르세나르,프루스트,시몬 드 보부아르,문학
하,'한 여름 밤의 꿈'은 누구의 작품인가요?,셰익스피어,호메로스,헤밍웨이,괴테,셰익스피어,문학
하,'어린 왕자'에서 어린 왕자가 처음 만난 별의 이름은 무엇인가요?,B-612,A-113,C-999,D-100,B-612,문학
하,'노인과 바다'의 주인공은 어떤 물고기를 잡으려 하나요?,대구,상어,청새치,고등어,청새치,문학
하,'빨강 머리 앤'의 주인공 이름은 무엇인가요?,앤 셜리,레이첼,메리,소피,앤 셜리,문학
하,'셜록 홈즈' 시리즈의 저자는 누구인가요?,아서 코난 도일,에드가 앨런 포,앤서니 호로위츠,아가사 크리스티,아서 코난 도일,문학
하,'이상한 나라의 앨리스'에서 앨리스가 만나는 동물은 무엇인가요?,토끼,고양이,여우,곰,토끼,문학
하,'소공녀'의 주인공 이름은 무엇인가요?,사라,로라,마리,제인,사라,문학
하,'오즈의 마법사'에서 도로시는 어떤 색깔의 신발을 신나요?,빨강,파랑,초록,은색,은색,문학
하,'안나 카레니나'는 어떤 나라의 배경을 가지고 있나요?,프랑스,독일,러시아,이탈리아,러시아,문학
하,'호밀밭의 파수꾼'의 주인공 이름은 무엇인가요?,홀든 콜필드,제이 개츠비,리자베타,다니엘,홀든 콜필드,문학
상,"심리학에서 ""고립된 감정"" 개념을 설명한 이론은 무엇인가요?",정서적 지능 이론,심리적 고립 이론,심리적 동기 이론,인지적 부조화 이론,정서적 지능 이론,심리학
상,인지적 부조화를 제안한 심리학자는 누구인가요?,카를 로저스,레온 페스팅거,앨프리드 비네,스키너,레온 페스팅거,심리학
상,"발달 심리학에서 ""정체성 대 역할 혼란""의 단계는 누구에 의해 제안되었나요?",지그문트 프로이트,에릭 에릭슨,장 피아제,아브라함 매슬로우,에릭 에릭슨,심리학
상,"인간의 인지 발달 이론에서 ""구체적 조작기""는 몇 살부터 시작되나요?",2-7세,7-11세,11-15세,15세 이상,7-11세,심리학
상,성격 5요인 모델에서 성실성은 어떤 특성과 관련이 있나요?,외향성,감정 안정성,개방성,계획성과 조직성,계획성과 조직성,심리학
상,행동주의 심리학의 창시자는 누구인가요?,존 왓슨,B.F. 스키너,카를 융,지그문트 프로이트,존 왓슨,심리학
상,사회적 학습 이론에서 모델링을 강조한 심리학자는 누구인가요?,알버트 반두라,존 보울비,스키너,칼 로저스,알버트 반두라,심리학
상,정서적 지능의 개념을 최초로 제안한 심리학자는 누구인가요?,다니엘 골먼,스티븐 핑커,에릭 에릭슨,심리적 고립 이론의 창시자,다니엘 골먼,심리학
상,자기 결정 이론에서 가장 중요한 요소는 무엇인가요?,외적 보상,내적 동기,사회적 압력,환경적 요인,내적 동기,심리학
상,"감정이론에서 ""두 요소 이론""은 어떤 두 요소로 감정을 설명하나요?",생리적 반응과 인지적 평가,인지적 평가와 행동적 반응,생리적 반응과 행동적 반응,환경적 자극과 감정적 반응,생리적 반응과 인지적 평가,심리학
중,"인간의 인지 발달 이론에서 ""전조작기""는 몇 살부터 시작되나요?",0-2세,2-7세,7-11세,11세 이상,2-7세,심리학
중,조건화의 개념을 제시한 심리학자는 누구인가요?,지그문트 프로이트,파블로프,윌리엄 제임스,칼 융,파블로프,심리학
중,심리적 고립은 주로 어떤 현상을 설명하나요?,사회적 단절,감정적 상실,심리적 안정,사회적 관계,사회적 단절,심리학
중,불안 장애 중에서 공황 장애의 주요 증상은 무엇인가요?,지속적인 두통,심한 두려움과 불안,기억 상실,성격 변화,심한 두려움과 불안,심리학
중,자기 실현의 개념을 제안한 심리학자는 누구인가요?,아브라함 매슬로우,카를 로저스,에릭 에릭슨,B.F. 스키너,아브라함 매슬로우,심리학
중,정서적 지능의 구성 요소로 포함되지 않는 것은 무엇인가요?,자기 인식,자기 조절,대인 관계 기술,IQ,IQ,심리학
중,인지적 행동 치료의 주된 목표는 무엇인가요?,정서적 안정,부정적 사고 패턴 변화,사회적 관계 개선,자아 실현,부정적 사고 패턴 변화,심리학
중,"심리학에서 ""상관 관계""란 무엇을 의미하나요?",원인과 결과의 관계,두 변수 간의 관계,행동의 변화,감정의 표현,두 변수 간의 관계,심리학
중,"사회적 지각에서 ""고정관념""이란 무엇인가요?",개인적 경험,감정적 반응,특정 집단에 대한 일반화된 신념,인지적 평가,특정 집단에 대한 일반화된 신념,심리학
중,"심리학에서 ""자기 효능감""의 개념은 무엇을 의미하나요?",자신의 능력에 대한 믿음,사회적 지위,감정적 안정,개인적 목표,자신의 능력에 대한 믿음,심리학
하,"심리학에서 ""자아""는 무엇을 의미하나요?",원초적 충동,의식적인 자아,비합리적 사고,사회적 역할,의식적인 자아,심리학
하,행동주의 심리학에서 주로 연구하는 대상은 무엇인가요?,인간의 감정,행동,사고 과정,정신 분석,행동,심리학
하,전문가 집단에서 주로 어떤 역할을 하는 사람들은 누구인가요?,리더,추종자,중재자,외부 전문가,리더,심리학
하,정신 분석의 창시자는 누구인가요?,칼 융,지그문트 프로이트,아브라함 매슬로우,B.F. 스키너,지그문트 프로이트,심리학
하,사회적 증폭이란 무엇을 의미하나요?,사회적 지지,혼자 할 수 있는 능력,공동체 의식,개인의 정체성,사회적 지지,심리학
하,불안의 주요 원인은 무엇인가요?,긍정적인 경험,심리적 스트레스,행복한 기억,사회적 상호작용,심리적 스트레스,심리학
하,사회적 자본이란 무엇을 의미하나요?,경제적 자원,사회적 네트워크와 관계,개인의 재능,물질적 자원,사회적 네트워크와 관계,심리학
하,우울증의 주요 증상은 무엇인가요?,높은 에너지,과도한 행복감,지속적인 슬픔,사회적 고립,지속적인 슬픔,심리학
상,리프팅이란 어떤 경제적 개념을 의미하나요?,자원의 이동,가격 결정,소비자 선택,시장 구조,자원의 이동,경제학
상,기회 비용의 개념을 처음으로 설명한 경제학자는 누구인가요?,아담 스미스,데이비드 리카도,미제르 헨리,프리드리히 하이에크,아담 스미스,경제학
상,완전 경쟁 시장의 주요 특성은 무엇인가요?,가격 조정,독점적 지배,다수의 구매자와 판매자,정부의 가격 통제,다수의 구매자와 판매자,경제학
상,피구의 법칙은 어떤 상황을 설명하나요?,수요의 증가,공급의 감소,생산자의 이윤,소비자의 만족도,생산자의 이윤,경제학
상,시장 실패의 원인이 아닌 것은 무엇인가요?,외부 효과,공공재의 제공 부족,정보의 비대칭성,완전 정보,완전 정보,경제학
상,중앙은행의 주요 기능은 무엇인가요?,재정 정책 조정,통화 공급 조절,세금 수입 관리,무역 규제,통화 공급 조절,경제학
상,소득 분배의 불평등을 측정하는 지표는 무엇인가요?,GDP,Gini 계수,CPI,PPI,Gini 계수,경제학
상,자유무역의 이점 중 하나는 무엇인가요?,자원의 비효율적 배분,시장 독점 강화,생산 비용 절감,보호무역주의 강화,생산 비용 절감,경제학
상,인플레이션의 주된 원인은 무엇인가요?,생산 증가,수요 증가,정부 지출 감소,수출 증가,수요 증가,경제학
상,자본주의의 특징 중 하나는 무엇인가요?,계획 경제,자원의 정부 소유,시장 자원의 개인 소유,중앙 계획,시장 자원의 개인 소유,경제학
중,소비자 물가 지수(CPI)는 무엇을 측정하나요?,기업의 생산성,물가 상승률,고용률,무역 수지,물가 상승률,경제학
중,독점 시장의 특징은 무엇인가요?,다수의 공급자,가격 경쟁,단일 공급자,완전 정보,단일 공급자,경제학
중,가격 탄력성이란 무엇을 의미하나요?,공급자의 결정,수요의 반응,정부의 개입,시장의 규모,수요의 반응,경제학
중,공급법칙의 기본 개념은 무엇인가요?,가격이 오르면 공급이 줄어든다,가격이 오르면 공급이 증가한다,가격이 떨어지면 공급이 증가한다,가격과 공급은 관계가 없다,가격이 오르면 공급이 증가한다,경제학
중,세금의 주된 목적은 무엇인가요?,시장 개입,정부 수입 확보,소비자 보호,자원의 효율적 배분,정부 수입 확보,경제학
중,경제 성장의 측정 기준으로 일반적으로 사용되는 것은 무엇인가요?,GDP,인플레이션율,실업률,무역 수지,GDP,경제학
중,산업 혁명이란 무엇을 의미하나요?,기술적 발전과 사회 변화,정치적 개혁,사회적 불평등,전쟁과 갈등,기술적 발전과 사회 변화,경제학
중,유통기한의 개념은 무엇을 의미하나요?,재고 관리,제품의 소비 가능 기간,가격 결정,마케팅 전략,제품의 소비 가능 기간,경제학
중,시장 조사의 주요 목적은 무엇인가요?,경쟁자 분석,소비자 요구 파악,제품 개발,가격 결정,소비자 요구 파악,경제학
중,물가 상승의 주된 원인은 무엇인가요?,공급 증가,수요 증가,인구 감소,생산 비용 감소,수요 증가,경제학
하,경제학이란 무엇을 연구하는 학문인가요?,인간의 감정,자원의 배분,사회적 관계,역사적 사건,자원의 배분,경제학
하,생산이란 무엇을 의미하나요?,자원의 소비,재화와 서비스의 창출,노동의 감소,자원의 고갈,재화와 서비스의 창출,경제학
하,수요란 무엇을 의미하나요?,판매자의 의사,소비자의 구매 의사,정부의 개입,생산자의 결정,소비자의 구매 의사,경제학
하,수익이란 무엇을 의미하나요?,수입 - 비용,비용 + 수입,판매량,시장 점유율,수입 - 비용,경제학
하,경쟁이란 무엇을 의미하나요?,시장의 단일 공급자,다수의 판매자가 시장에서 상품을 판매,정부의 가격 통제,제품의 품질 향상,다수의 판매자가 시장에서 상품을 판매,경제학
하,무역이란 무엇을 의미하나요?,국가 간 자원 이동,경제적 자원의 감소,가격 결정,정부의 세금,국가 간 자원 이동,경제학
하,상품이란 무엇을 의미하나요?,단순한 서비스,소비자에게 판매되는 재화,기업의 활동,노동력,소비자에게 판매되는 재화,경제학
하,정상 이자율이란 무엇을 의미하나요?,정부의 세금 비율,자본 비용,평균 이자율,고용률,평균 이자율,경제학
하,가격이란 무엇을 의미하나요?,소비자의 요구,상품의 교환 가치,시장의 점유율,생산비,상품의 교환 가치,경제학
상,칸트의 범주 중 '시간'과 '공간'은 어떤 종류의 개념에 속하나요?,순수 직관,경험적 개념,이성적 개념,감정적 개념,순수 직관,철학
상,데카르트의 유명한 명제는 무엇인가요?,'사유하는 존재가 있다.','나는 존재한다.','모든 것은 의심할 수 있다.','행복은 덕이다.','나는 존재한다.',철학
상,플라톤의 이데아론에서 이데아는 무엇을 의미하나요?,감각적 경험,완전한 형태,사회적 계약,개인의 주관적 경험,완전한 형태,철학
상,유물론의 기본 개념은 무엇인가요?,정신적 현상,물질적 존재,사회적 관계,이성적 사고,물질적 존재,철학
상,니체가 주장한 '영원회귀'의 개념은 무엇을 의미하나요?,모든 것이 한 번만 존재한다.,모든 것이 무한히 반복된다.,인간의 자유 의지,삶의 궁극적 목적,모든 것이 무한히 반복된다.,철학
상,소크라테스의 대화법의 주요 목적은 무엇인가요?,사람을 논박하기,진리 탐구,감정 표현,사회적 규범 제정,진리 탐구,철학
상,아리스토텔레스가 정의한 '중용'의 개념은 무엇인가요?,극단적 선택,합리적 균형,감정의 억제,자아 실현,합리적 균형,철학
상,공리주의의 기본 원칙은 무엇인가요?,의무와 권리,최대 행복,사회적 평등,개인의 자유,최대 행복,철학
상,헤겔의 '정신현상학'에서 강조하는 개념은 무엇인가요?,개인의 자아,역사의 발전,사회적 갈등,이성적 사고,역사의 발전,철학
상,현상학의 창시자는 누구인가요?,에드문트 후설,마르틴 하이데거,장-폴 사르트르,미하일 바흐친,에드문트 후설,철학
중,윤리학의 주요 목표는 무엇인가요?,경제적 이익 분석,도덕적 행동 규명,사회적 갈등 해결,정치적 권력 이해,도덕적 행동 규명,철학
중,존 롤스의 정의론에서 제안한 '무지의 베일'은 무엇을 의미하나요?,사회적 불평등,주관적 편견 제거,정치적 권리,경제적 이익,주관적 편견 제거,철학
중,칸트가 주장한 '의무론'의 기본 원칙은 무엇인가요?,결과에 따라 판단,행동의 동기와 원칙,감정의 표현,개인의 자유,행동의 동기와 원칙,철학
중,서양 철학사의 시작점은 보통 누구로 간주되나요?,아리스토텔레스,플라톤,소크라테스,탈레스,탈레스,철학
중,사회 계약론의 주요 사상가는 누구인가요?,홉스,루소,로크,모든 정답,모든 정답,철학
중,객관주의와 주관주의의 차이는 무엇인가요?,진리의 기준,도덕적 가치,사회적 관념,역사적 사건,진리의 기준,철학
중,결정론과 자유 의지의 관계는 무엇인가요?,서로 상반된 개념,같은 의미,역사적 맥락,정치적 견해,서로 상반된 개념,철학
중,철학적 회의주의란 무엇인가요?,모든 것을 믿는 태도,의심을 통한 진리 탐구,특정 사상에 대한 확신,과학적 증거,의심을 통한 진리 탐구,철학
중,토마스 홉스의 사회 계약 이론에서 '상태의 자연'은 어떤 특징을 가지나요?,평화롭고 조화로운 상태,전쟁과 갈등이 존재하는 상태,공동체의 상징,개인의 자유,전쟁과 갈등이 존재하는 상태,철학
중,실존주의에서 가장 강조하는 것은 무엇인가요?,사회적 규범,개인의 경험,역사적 사실,도덕적 가치,개인의 경험,철학
하,철학이란 무엇을 연구하는 학문인가요?,과학적 사실,인간의 존재와 사고,사회적 관계,정치적 권리,인간의 존재와 사고,철학
하,도덕의 기본 원칙은 무엇인가요?,이익 극대화,올바른 행동,사회적 지위,개인의 행복,올바른 행동,철학
하,존재론은 무엇을 다루는 학문인가요?,존재의 본질,도덕적 가치,사회적 관계,역사적 사건,존재의 본질,철학
하,관념론이란 무엇인가요?,물질이 존재한다.,정신적 현상이 우선한다.,감각적 경험이 중요하다.,사회적 규범이 중요하다.,정신적 현상이 우선한다.,철학
하,이성의 중요성은 어느 철학 사상에서 강조되나요?,경험주의,합리주의,실존주의,실증주의,합리주의,철학
하,상대주의란 무엇인가요?,진리가 절대적이다.,모든 진리는 주관적이다.,사회적 합의가 중요하다.,과학적 증거가 우선이다.,모든 진리는 주관적이다.,철학
하,현대 철학의 주요 특징은 무엇인가요?,전통적 가치 강조,개인의 주관적 경험 강조,역사적 사실 중시,사회적 갈등 무시,개인의 주관적 경험 강조,철학
하,가치란 무엇을 의미하나요?,경제적 이익,개인적 중요성,사회적 규범,역사적 사건,개인적 중요성,철학
하,철학적 질문의 목적은 무엇인가요?,즉각적인 해결,깊은 이해,사회적 비판,개인적 경험,깊은 이해,철학
하,상징의 의미는 무엇인가요?,실제적인 물체,특정한 의미를 가진 표현,감정의 표현,역사적 사건,특정한 의미를 가진 표현,철학
상,'조성'이란 무엇을 의미하나요?,특정한 음계를 따르는 것,악기의 조화,음악의 리듬,음악의 형식,특정한 음계를 따르는 것,음악이론
상,'화성'의 기본 요소는 무엇인가요?,음계,멜로디,화음,리듬,화음,음악이론
상,'템포'는 음악에서 무엇을 나타내나요?,음의 높낮이,리듬의 빠르기,음악의 길이,화음의 구성,리듬의 빠르기,음악이론
상,바로크 음악의 주요 특징 중 하나는 무엇인가요?,단순한 멜로디,대위법의 사용,일관된 템포,현대적 화성,대위법의 사용,음악이론
상,다이나믹 표기에서 '피아노'는 무엇을 의미하나요?,매우 크게,작게,중간,점차 커짐,작게,음악이론
상,'재즈'의 주된 특징 중 하나는 무엇인가요?,정형화된 형식,즉흥 연주,단조로운 리듬,클래식 기반,즉흥 연주,음악이론
상,음악의 기본 구성 요소 중 하나가 아닌 것은 무엇인가요?,멜로디,하모니,비트,색깔,색깔,음악이론
상,'합창' 음악의 주요 특징은 무엇인가요?,독주자에 의한 공연,여러 사람의 목소리 조화,기악 중심,전자음악 사용,여러 사람의 목소리 조화,음악이론
중,'올림푸스 음계'는 몇 개의 음으로 구성되나요?,5개,7개,12개,10개,7개,음악이론
중,'서양 음악'의 역사에서 '고전주의' 시대는 대략 언제인가요?,1600-1750,1750-1820,1820-1900,1900-현재,1750-1820,음악이론
중,'빠르기'를 조절하는 기호는 무엇인가요?,메트로놈,다이나믹,템포,리듬,템포,음악이론
중,'악기' 중에서 '관악기'에 속하는 것은 무엇인가요?,피아노,바이올린,트럼펫,기타,트럼펫,음악이론
중,음악의 장르 중에서 '민속 음악'은 어떤 특징이 있나요?,전통적 요소,현대적 구성,대중적 인지도,클래식한 형식,전통적 요소,음악이론
중,리듬에서 '박자'란 무엇을 의미하나요?,음의 높이,음의 길이,음의 강약,음의 배열,음의 길이,음악이론
중,화음에서 '완전5도'는 몇 개의 음으로 구성되나요?,2개,3개,4개,5개,3개,음악이론
